InvoiceNo,CustomerID,StockCode,Quantity,InvoiceDate
564725,18041,79191C,1,
564725,18041,21212,1,
564725,18041,23350,1,
564725,18041,23176,1,
564725,18041,22979,2,
564725,18041,23048,1,
564725,18041,35970,1,
564725,18041,22097,1,
564725,18041,23112,1,
564725,18041,22622,1,
564725,18041,22568,1,
564725,18041,22569,2,
564725,18041,23350,2,
564725,18041,22570,2,
564725,18041,22493,6,
564725,18041,21328,1,
564726,18077,22979,8,
564726,18077,23084,4,
564726,18077,21787,6,
564727,16686,79191C,4,
564727,16686,22564,1,
564727,16686,22563,1,
564727,16686,22551,1,
564727,16686,22557,1,
564727,16686,22185,2,
564727,16686,23235,1,
564727,16686,23237,1,
564727,16686,23242,1,
564727,16686,22914,2,
564727,16686,22912,2,
564727,16686,23169,2,
564727,16686,22748,2,
564727,16686,22964,2,
564727,16686,84380,1,
564727,16686,22782,1,
564727,16686,22652,2,
564727,16686,21544,4,
564727,16686,23346,1,
564727,16686,22629,1,
564727,16686,22832,1,
564727,16686,23084,2,
564727,16686,84078A,1,
564728,13199,23084,48,
564729,13137,23323,1,
564729,13137,22694,1,
564729,13137,22964,3,
564729,13137,84380,3,
564729,13137,21992,2,
564729,13137,21993,2,
564729,13137,22628,2,
564729,13137,22379,1,
564729,13137,20727,3,
564729,13137,22628,1,
564729,13137,23242,2,
564729,13137,85049G,1,
564729,13137,22855,10,
564729,13137,23332,4,
564729,13137,23275,4,
564729,13137,23308,3,
564729,13137,21977,3,
564729,13137,22417,1,
564729,13137,21213,3,
564729,13137,21212,4,
564729,13137,22296,4,
564731,16186,23205,10,
564731,16186,20727,10,
564731,16186,84992,24,
564731,16186,23239,6,
564731,16186,23237,6,
564731,16186,20728,10,
564731,16186,23308,24,
564732,16466,23293,4,
564732,16466,21811,19,
564732,16466,23152,2,
564732,16466,22470,9,
564733,17841,22040,25,
564733,17841,22706,25,
564733,17841,20728,2,
564733,17841,20727,1,
564733,17841,21925,2,
564733,17841,20828,1,
564733,17841,22136,1,
564733,17841,23286,1,
564733,17841,22371,1,
564733,17841,22092,2,
564733,17841,21577,1,
564733,17841,20727,5,
564733,17841,20717,6,
564733,17841,22557,5,
564733,17841,22553,5,
564733,17841,84510A,5,
564733,17841,22112,4,
564733,17841,23242,3,
564733,17841,22276,4,
564734,12484,22752,1,
564734,12484,22090,2,
564734,12484,22693,24,
564734,12484,20971,6,
564734,12484,22611,1,
564734,12484,21625,1,
564734,12484,23298,3,
564734,12484,47566,3,
564734,12484,20727,4,
564734,12484,20728,3,
564734,12484,22083,6,
564734,12484,21993,3,
564734,12484,21992,3,
564734,12484,17091J,6,
564734,12484,85049G,1,
564734,12484,22629,3,
564734,12484,72351B,4,
564734,12484,72349B,5,
564734,12484,21544,10,
564734,12484,85049G,5,
564734,12484,84378,6,
564734,12484,84380,5,
564734,12484,22938,12,
564734,12484,20992,6,
564734,12484,21063,6,
564734,12484,51014L,12,
564734,12484,51014A,12,
564734,12484,21356,6,
564734,12484,21328,6,
564734,12484,22278,3,
564734,12484,22276,2,
564734,12484,22278,2,
564735,15856,21899,4,
564735,15856,85136A,1,
564735,15856,22269,1,
564735,15856,22855,12,
564735,15856,22296,36,
564735,15856,23110,1,
564735,15856,23112,2,
564735,15856,90098,1,
564736,16353,84378,24,
564736,16353,79321,48,
564736,16353,84380,24,
564737,15312,47566,4,
564738,16816,23356,3,
564738,16816,84536A,16,
564739,16931,23084,1,
564739,16931,20992,6,
564739,16931,23237,1,
564739,16931,23239,1,
564740,14044,21216,1,
564740,14044,20723,1,
564740,14044,23138,1,
564740,14044,20727,2,
564740,14044,21993,2,
564740,14044,21992,1,
564740,14044,22563,1,
564740,14044,20728,2,
564740,14044,22352,1,
564740,14044,21558,1,
564740,14044,21559,1,
564741,16107,23084,48,
564741,16107,21481,72,
564742,17346,23346,1,
564742,17346,23332,3,
564742,17346,23350,1,
564742,17346,23084,2,
564742,17346,20727,2,
564743,14606,21864,1,
564743,14606,21983,4,
564743,14606,22097,1,
564743,14606,20985,2,
564744,13778,84050,5,
564744,13778,22112,3,
564744,13778,22693,24,
564745,16806,22171,1,
564745,16806,22099,1,
564745,16806,23346,1,
564745,16806,22629,1,
564745,16806,22723,3,
564745,16806,22097,2,
564746,17633,23084,24,
564747,14869,23546,25,
564747,14869,21793,1,
564747,14869,84030E,1,
564747,14869,21794,1,
564747,14869,84754,12,
564747,14869,22151,24,
564747,14869,23205,10,
564747,14869,84946,6,
564747,14869,23089,6,
564747,14869,22667,1,
564747,14869,23110,2,
564747,14869,21992,4,
564747,14869,23147,6,
564747,14869,21983,12,
564747,14869,21984,12,
C564748,14911,22978,-5,
564749,12708,23317,2,
564749,12708,23242,6,
564749,12708,23013,4,
564749,12708,84968F,1,
564749,12708,84968C,1,
564749,12708,22553,12,
564749,12708,22551,12,
564750,17690,23082,6,
564750,17690,23083,6,
564750,17690,23317,2,
564750,17690,23315,2,
564750,17690,22624,2,
564750,17690,84992,24,
564750,17690,21212,24,
564750,17690,22178,12,
564752,16126,22652,20,
564752,16126,22147,24,
564752,16126,20971,36,
564752,16126,22568,16,
564752,16126,22569,16,
564752,16126,22570,16,
564752,16126,23128,8,
564752,16126,23127,16,
564752,16126,21621,20,
564752,16126,47566,24,
564752,16126,23298,21,
564753,13709,23297,16,
C564759,14911,22843,-1,
564764,14096,16225,1,
564800,14108,23193,8,
564800,14108,22040,25,
564803,13870,23048,12,
564803,13870,23083,18,
564814,12931,23084,120,
564815,12748,23016,2,
564815,12748,23245,1,
564815,12748,23172,2,
564815,12748,23171,2,
564815,12748,23170,2,
564815,12748,23160,12,
564815,12748,23174,1,
564816,14901,23356,8,
564819,12814,23084,48,
564821,14078,23293,1,
564821,14078,35265,1,
564836,17402,23084,96,
564836,17402,22622,12,
564839,13524,22649,8,
564842,16133,23547,25,
564842,16133,22624,12,
564842,16133,21993,12,
564842,16133,23293,8,
564843,15866,21741,1,
564843,15866,22748,1,
564843,15866,85185B,1,
564843,15866,22278,1,
564843,15866,20761,1,
564846,14507,22653,4,
564846,14507,22652,2,
564846,14507,22557,5,
564846,14507,21485,2,
564846,14507,22112,2,
564846,14507,23356,4,
564849,17675,23245,4,
564849,17675,23308,24,
564849,17675,23243,4,
564849,17675,22468,2,
564849,17675,22179,2,
564850,17298,47566,2,
564850,17298,85178,10,
564850,17298,23332,4,
564850,17298,35819B,10,
564850,17298,23215,2,
564850,17298,22855,4,
564850,17298,23322,5,
564850,17298,23323,5,
564851,13183,21899,5,
564851,13183,47504H,1,
564853,12423,23084,24,
564855,16746,22379,5,
564855,16746,21948,12,
564856,12477,23245,4,
564856,12477,23288,8,
564856,12477,22377,5,
564856,12477,23110,4,
564856,12477,22431,6,
564856,12477,15044A,6,
564856,12477,23146,8,
564856,12477,21559,6,
564856,12477,23243,8,
564856,12477,22207,4,
564856,12477,84050,12,
564856,12477,22723,48,
564856,12477,84968A,24,
564856,12477,84968C,5,
564856,12477,84968E,24,
564856,12477,84968F,24,
564856,12477,22262,36,
564856,12477,20767,36,
564856,12477,23235,12,
564856,12477,47585A,4,
564859,14057,23084,216,
564860,17725,22296,12,
564860,17725,85159A,12,
564860,17725,85159B,12,
564860,17725,22151,24,
564872,16083,72349B,12,
564872,16083,72351A,12,
564872,16083,72351B,12,
564872,16083,23084,24,
564896,13726,21078,24,
564896,13726,84380,12,
564896,13726,22352,6,
564896,13726,21558,6,
564896,13726,21559,6,
564896,13726,21967,24,
564896,13726,21982,24,
564896,13726,21983,24,
564896,13726,21984,24,
564896,13726,21989,24,
564896,13726,21933,10,
564897,12678,22551,60,
564897,12678,23084,288,
564897,12678,23293,72,
564897,12678,23297,96,
C564899,14646,22956,-144,
C564899,14646,21787,-144,
564901,15690,84926E,24,
564902,18198,22178,192,
564902,18198,22138,6,
C564903,16984,84843,-1,
C564903,16984,22360,-3,
C564903,16984,22843,-1,
564904,15984,23096,5,
564904,15984,23332,2,
564904,15984,22563,4,
564904,15984,22564,4,
564904,15984,22113,54,
564906,12682,23084,120,
C564908,17705,23112,-2,
564912,12490,23084,24,
564912,12490,22352,6,
564912,12490,22090,6,
564912,12490,22379,5,
C564913,12560,84030E,-2,
C564913,12560,23174,-1,
C564913,12560,22637,-2,
C564940,12931,22564,-432,
C564940,12931,22493,-110,
564943,17706,23007,1,
564943,17706,22979,2,
564943,17706,22980,2,
564943,17706,22113,4,
564943,17706,22652,10,
C564948,14895,21784,-2,
564950,17320,84946,24,
564950,17320,22563,4,
564950,17320,22564,4,
564953,17588,72349B,48,
564953,17588,72586,36,
564953,17588,22809,6,
C564955,15786,22637,-1,
C564956,16303,22637,-3,
564957,15260,23298,6,
564957,15260,23110,4,
564958,13089,23346,12,
564958,13089,22371,4,
564958,13089,23298,15,
564958,13089,20728,20,
564958,13089,22629,24,
564958,13089,22637,4,
564959,17299,23084,12,
564959,17299,22138,3,
564961,14525,84992,12,
564962,17777,21811,1,
564962,17777,22421,4,
564962,17777,22420,4,
564962,17777,23152,1,
564962,17777,22113,1,
564962,17777,22445,1,
564962,17777,22151,2,
564962,17777,47504H,2,
564962,17777,23275,2,
564962,17777,23267,4,
564962,17777,23121,2,
564962,17777,22652,6,
564962,17777,22759,1,
564962,17777,22759,2,
564962,17777,22136,2,
564962,17777,22748,1,
564962,17777,84535B,1,
564962,17777,20992,6,
564962,17777,22138,1,
564962,17777,21992,5,
564963,15582,22570,4,
564963,15582,22568,4,
564963,15582,22569,4,
564963,15582,22147,12,
564963,15582,22445,6,
C564964,17315,22637,-1,
564965,17677,23084,48,
564965,17677,23293,8,
564965,17677,23546,25,
564965,17677,20728,100,
564967,17659,23084,6,
564967,17659,22568,8,
564967,17659,22569,8,
564967,17659,22570,8,
564972,12621,23245,4,
564972,12621,21212,24,
564972,12621,22752,10,
564972,12621,22652,10,
564972,12621,85049G,12,
564972,12621,23174,4,
564972,12621,23172,12,
564972,12621,23170,12,
564972,12621,23171,12,
564972,12621,23173,2,
564972,12621,23084,24,
564972,12621,22175,6,
564972,12621,22176,6,
564972,12621,21484,4,
564972,12621,21481,6,
564975,17097,23172,2,
564975,17097,23170,2,
564975,17097,23171,2,
564975,17097,84843,1,
564975,17097,23174,1,
564975,17097,21216,1,
564975,17097,23173,4,
564976,17315,21447,24,
564976,17315,84380,7,
564976,17315,21212,13,
564976,17315,84992,3,
564976,17315,21977,4,
564976,17315,23172,6,
564976,17315,23170,4,
564976,17315,23171,3,
564976,17315,22557,4,
564976,17315,22553,4,
564976,17315,22151,48,
564976,17315,22667,2,
564995,16780,21352,2,
564995,16780,21811,3,
564995,16780,23217,3,
564995,16780,23048,2,
564995,16780,23227,5,
564995,16780,22694,1,
564995,16780,22470,1,
564995,16780,23322,1,
564995,16780,23323,1,
564995,16780,23332,3,
565014,16180,23245,4,
C565016,15764,22147,-6,
C565044,12931,23215,-120,
C565044,12931,22493,-160,
C565044,12931,21479,-144,
C565044,12931,20829,-113,
C565050,12381,85159B,-1,
C565050,12381,23243,-2,
565056,16278,22626,2,
565056,16278,22843,2,
565056,16278,23297,16,
565056,16278,23293,8,
565067,15856,23237,1,
565067,15856,23176,1,
565067,15856,22420,5,
565067,15856,22421,5,
565067,15856,85183B,4,
565067,15856,21558,1,
565067,15856,22352,1,
565067,15856,22109,3,
565067,15856,22107,3,
565067,15856,84519B,3,
565067,15856,21559,2,
565067,15856,22637,2,
C565077,17451,23239,-1,
565082,13305,23245,4,2011-01-09 09:15:00
565083,16187,23146,16,2011-01-09 09:19:00
565083,16187,72351A,24,2011-01-09 09:19:00
565083,16187,72351B,12,2011-01-09 09:19:00
565083,16187,22652,10,2011-01-09 09:19:00
565083,16187,22653,20,2011-01-09 09:19:00
565087,13276,23084,6,2011-01-09 10:03:00
565088,16145,23293,8,2011-01-09 10:11:00
565088,16145,23294,8,2011-01-09 10:11:00
565088,16145,23187,48,2011-01-09 10:11:00
565088,16145,23275,12,2011-01-09 10:11:00
565088,16145,23298,3,2011-01-09 10:11:00
C565089,12645,22553,-12,2011-01-09 10:27:00
565091,16011,84946,12,2011-01-09 10:28:00
565092,14092,23293,16,2011-01-09 10:36:00
565092,14092,23084,18,2011-01-09 10:36:00
565092,14092,84380,12,2011-01-09 10:36:00
565092,14092,21212,24,2011-01-09 10:36:00
565092,14092,22956,6,2011-01-09 10:36:00
565092,14092,23245,4,2011-01-09 10:36:00
565092,14092,22379,5,2011-01-09 10:36:00
565093,13408,23013,12,2011-01-09 10:38:00
565093,13408,23014,12,2011-01-09 10:38:00
565093,13408,22147,40,2011-01-09 10:38:00
565114,13588,22493,12,2011-01-09 11:15:00
565114,13588,51014L,24,2011-01-09 11:15:00
565114,13588,15034,24,2011-01-09 11:15:00
565115,16880,21028,4,2011-01-09 11:22:00
565115,16880,21027,9,2011-01-09 11:22:00
565115,16880,21621,3,2011-01-09 11:22:00
565115,16880,23169,1,2011-01-09 11:22:00
565115,16880,23013,2,2011-01-09 11:22:00
565116,13089,21485,24,2011-01-09 11:30:00
565116,13089,21479,24,2011-01-09 11:30:00
565116,13089,23356,24,2011-01-09 11:30:00
565116,13089,22112,24,2011-01-09 11:30:00
565116,13089,84030E,24,2011-01-09 11:30:00
565116,13089,23358,36,2011-01-09 11:30:00
565116,13089,84946,24,2011-01-09 11:30:00
565116,13089,23215,24,2011-01-09 11:30:00
565117,13089,47566,12,2011-01-09 11:33:00
565117,13089,23245,6,2011-01-09 11:33:00
565117,13089,23111,4,2011-01-09 11:33:00
565117,13089,23110,4,2011-01-09 11:33:00
565117,13089,23013,6,2011-01-09 11:33:00
565117,13089,22558,24,2011-01-09 11:33:00
565117,13089,22360,6,2011-01-09 11:33:00
565117,13089,22083,12,2011-01-09 11:33:00
565117,13089,22151,24,2011-01-09 11:33:00
565117,13089,84946,24,2011-01-09 11:33:00
565117,13089,23298,12,2011-01-09 11:33:00
565117,13089,22362,6,2011-01-09 11:33:00
565117,13089,22296,12,2011-01-09 11:33:00
565118,15039,22624,2,2011-01-09 11:33:00
565118,15039,22721,1,2011-01-09 11:33:00
565118,15039,20727,1,2011-01-09 11:33:00
565118,15039,47599B,1,2011-01-09 11:33:00
565118,15039,47599A,1,2011-01-09 11:33:00
565118,15039,23243,2,2011-01-09 11:33:00
565118,15039,22470,1,2011-01-09 11:33:00
565118,15039,21078,1,2011-01-09 11:33:00
565118,15039,22090,1,2011-01-09 11:33:00
565118,15039,20727,3,2011-01-09 11:33:00
565118,15039,47566,18,2011-01-09 11:33:00
565119,16722,20727,10,2011-01-09 11:38:00
565119,16722,22045,25,2011-01-09 11:38:00
565119,16722,23547,25,2011-01-09 11:38:00
565119,16722,21061,12,2011-01-09 11:38:00
565121,14239,22470,6,2011-01-09 11:43:00
565122,13069,22417,4,2011-01-09 11:48:00
565122,13069,23308,2,2011-01-09 11:48:00
565122,13069,84568,1440,2011-01-09 11:48:00
565122,13069,23323,2,2011-01-09 11:48:00
565122,13069,23322,2,2011-01-09 11:48:00
565122,13069,22470,2,2011-01-09 11:48:00
565122,13069,22551,2,2011-01-09 11:48:00
565122,13069,23293,1,2011-01-09 11:48:00
565124,12436,22668,10,2011-01-09 12:09:00
565124,12436,23298,9,2011-01-09 12:09:00
565124,12436,47566,8,2011-01-09 12:09:00
565124,12436,23308,24,2011-01-09 12:09:00
565124,12436,84992,24,2011-01-09 12:09:00
565124,12436,22417,24,2011-01-09 12:09:00
565124,12436,23243,8,2011-01-09 12:09:00
565125,14217,23322,6,2011-01-09 12:16:00
565125,14217,23332,12,2011-01-09 12:16:00
565125,14217,21621,2,2011-01-09 12:16:00
565125,14217,47566,4,2011-01-09 12:16:00
565125,14217,22723,4,2011-01-09 12:16:00
565126,17653,10133,140,2011-01-09 12:17:00
565126,17653,20984,240,2011-01-09 12:17:00
565127,13147,79321,24,2011-01-09 12:28:00
565128,15189,22668,50,2011-01-09 12:34:00
565129,15719,22379,2,2011-01-09 12:41:00
565129,15719,20727,3,2011-01-09 12:41:00
565129,15719,23298,2,2011-01-09 12:41:00
565129,15719,20723,4,2011-01-09 12:41:00
565129,15719,84536A,4,2011-01-09 12:41:00
565129,15719,84536B,2,2011-01-09 12:41:00
565129,15719,84535B,3,2011-01-09 12:41:00
565129,15719,10133,3,2011-01-09 12:41:00
565129,15719,22980,1,2011-01-09 12:41:00
565129,15719,22667,2,2011-01-09 12:41:00
565129,15719,22553,2,2011-01-09 12:41:00
565129,15719,22551,2,2011-01-09 12:41:00
565129,15719,23243,2,2011-01-09 12:41:00
565129,15719,22417,1,2011-01-09 12:41:00
565129,15719,21212,3,2011-01-09 12:41:00
565129,15719,21213,2,2011-01-09 12:41:00
565129,15719,21993,4,2011-01-09 12:41:00
565129,15719,22613,2,2011-01-09 12:41:00
565129,15719,85183B,1,2011-01-09 12:41:00
565133,13458,23293,16,2011-01-09 12:46:00
565133,13458,23322,12,2011-01-09 12:46:00
565133,13458,23298,6,2011-01-09 12:46:00
565133,13458,47566,8,2011-01-09 12:46:00
565139,16422,22083,40,2011-01-09 12:50:00
565139,16422,22090,40,2011-01-09 12:50:00
565141,17841,23171,2,2011-01-09 13:40:00
565141,17841,23170,2,2011-01-09 13:40:00
565141,17841,23298,2,2011-01-09 13:40:00
565141,17841,22978,1,2011-01-09 13:40:00
565141,17841,21784,1,2011-01-09 13:40:00
565141,17841,21559,1,2011-01-09 13:40:00
565141,17841,85038,1,2011-01-09 13:40:00
565143,17386,20727,2,2011-01-09 13:47:00
565147,16187,20992,24,2011-01-09 13:53:00
565147,16187,23332,36,2011-01-09 13:53:00
565149,14414,20992,24,2011-01-09 14:13:00
565149,14414,21992,12,2011-01-09 14:13:00
565149,14414,20984,48,2011-01-09 14:13:00
565150,14298,22296,24,2011-01-09 14:26:00
565150,14298,23089,12,2011-01-09 14:26:00
565150,14298,22752,6,2011-01-09 14:26:00
565150,14298,22375,8,2011-01-09 14:26:00
565150,14298,22376,8,2011-01-09 14:26:00
565150,14298,22371,8,2011-01-09 14:26:00
565150,14298,79321,12,2011-01-09 14:26:00
565150,14298,23217,24,2011-01-09 14:26:00
565150,14298,23293,24,2011-01-09 14:26:00
565150,14298,23297,16,2011-01-09 14:26:00
565150,14298,23308,24,2011-01-09 14:26:00
565150,14298,23322,24,2011-01-09 14:26:00
565150,14298,23323,30,2011-01-09 14:26:00
565150,14298,23332,36,2011-01-09 14:26:00
565150,14298,23356,24,2011-01-09 14:26:00
565150,14298,23358,24,2011-01-09 14:26:00
565150,14298,84992,48,2011-01-09 14:26:00
565150,14298,23099,12,2011-01-09 14:26:00
565150,14298,22112,3,2011-01-09 14:26:00
565150,14298,22113,4,2011-01-09 14:26:00
565150,14298,22470,6,2011-01-09 14:26:00
565150,14298,71406C,20,2011-01-09 14:26:00
565150,14298,23174,12,2011-01-09 14:26:00
565150,14298,23172,24,2011-01-09 14:26:00
565150,14298,23170,24,2011-01-09 14:26:00
565150,14298,23171,24,2011-01-09 14:26:00
565150,14298,23173,12,2011-01-09 14:26:00
565150,14298,23163,16,2011-01-09 14:26:00
565150,14298,23161,24,2011-01-09 14:26:00
565150,14298,23160,24,2011-01-09 14:26:00
565150,14298,23164,4,2011-01-09 14:26:00
565150,14298,21544,48,2011-01-09 14:26:00
565150,14298,23227,24,2011-01-09 14:26:00
565150,14298,21390,72,2011-01-09 14:26:00
565151,16923,22799,1,2011-01-09 14:29:00
565151,16923,22980,2,2011-01-09 14:29:00
565151,16923,22979,1,2011-01-09 14:29:00
565151,16923,85049H,1,2011-01-09 14:29:00
565151,16923,23174,1,2011-01-09 14:29:00
565151,16923,22624,1,2011-01-09 14:29:00
565151,16923,23245,1,2011-01-09 14:29:00
565151,16923,23243,4,2011-01-09 14:29:00
565151,16923,23297,1,2011-01-09 14:29:00
565151,16923,20727,5,2011-01-09 14:29:00
565151,16923,20728,10,2011-01-09 14:29:00
565152,17799,22748,2,2011-01-09 14:42:00
565152,17799,23082,1,2011-01-09 14:42:00
565152,17799,20727,4,2011-01-09 14:42:00
565152,17799,84050,6,2011-01-09 14:42:00
565152,17799,23323,2,2011-01-09 14:42:00
565152,17799,84692,5,2011-01-09 14:42:00
565152,17799,23084,6,2011-01-09 14:42:00
565152,17799,22564,3,2011-01-09 14:42:00
565152,17799,84378,3,2011-01-09 14:42:00
565152,17799,84380,2,2011-01-09 14:42:00
565152,17799,20828,5,2011-01-09 14:42:00
565152,17799,23322,2,2011-01-09 14:42:00
565152,17799,51014C,12,2011-01-09 14:42:00
565152,17799,51014A,12,2011-01-09 14:42:00
565152,17799,21564,3,2011-01-09 14:42:00
565152,17799,23083,5,2011-01-09 14:42:00
565153,18241,21977,24,2011-01-09 14:47:00
565153,18241,21212,24,2011-01-09 14:47:00
565153,18241,22090,6,2011-01-09 14:47:00
565154,13470,20727,10,2011-01-09 14:57:00
565155,16672,22629,24,2011-01-09 14:58:00
565156,13045,23322,6,2011-01-09 15:04:00
565156,13045,22964,6,2011-01-09 15:04:00
565156,13045,84946,12,2011-01-09 15:04:00
565157,16168,23084,48,2011-01-09 15:08:00
565186,17220,23551,12,2011-01-09 15:56:00
565186,17220,22569,6,2011-01-09 15:56:00
565186,17220,22570,1,2011-01-09 15:56:00
565186,17220,22568,1,2011-01-09 15:56:00
565192,17220,22493,7,2011-01-09 15:59:00
565197,13376,21112,6,2011-01-09 16:16:00
565197,13376,21110,2,2011-01-09 16:16:00
565197,13376,84510A,10,2011-01-09 16:16:00
565197,13376,20984,24,2011-01-09 16:16:00
565197,13376,C2,1,2011-01-09 16:16:00
565198,16729,47566,6,2011-01-09 16:18:00
565198,16729,22558,2,2011-01-09 16:18:00
565198,16729,23147,6,2011-01-09 16:18:00
565199,18171,47566,8,2011-01-09 16:30:00
565199,18171,72586,36,2011-01-09 16:30:00
565200,17576,20728,2,2011-01-09 16:30:00
565200,17576,10133,20,2011-01-09 16:30:00
565200,17576,20774,4,2011-01-09 16:30:00
565201,14907,22417,24,2011-01-09 16:41:00
565201,14907,21559,6,2011-01-09 16:41:00
565201,14907,22667,6,2011-01-09 16:41:00
565201,14907,22352,6,2011-01-09 16:41:00
565201,14907,84378,12,2011-01-09 16:41:00
565201,14907,23245,4,2011-01-09 16:41:00
565201,14907,23293,12,2011-01-09 16:41:00
565201,14907,21977,24,2011-01-09 16:41:00
565201,14907,21212,24,2011-01-09 16:41:00
565201,14907,22955,12,2011-01-09 16:41:00
565201,14907,22956,12,2011-01-09 16:41:00
565201,14907,22938,12,2011-01-09 16:41:00
565201,14907,22624,2,2011-01-09 16:41:00
565201,14907,22721,3,2011-01-09 16:41:00
565201,14907,22185,12,2011-01-09 16:41:00
565204,15829,84536A,16,2011-01-09 16:45:00
565204,15829,84536B,16,2011-01-09 16:45:00
565204,15829,16237,30,2011-01-09 16:45:00
565204,15829,23187,48,2011-01-09 16:45:00
565204,15829,23275,12,2011-01-09 16:45:00
565204,15829,22092,36,2011-01-09 16:45:00
565206,12971,22178,96,2011-01-09 16:46:00
565207,16764,21967,1,2011-01-09 16:46:00
565207,16764,23298,1,2011-01-09 16:46:00
565207,16764,21982,1,2011-01-09 16:46:00
565207,16764,23346,1,2011-01-09 16:46:00
565207,16764,20723,2,2011-01-09 16:46:00
565207,16764,20717,2,2011-01-09 16:46:00
565207,16764,20728,1,2011-01-09 16:46:00
565207,16764,21899,2,2011-01-09 16:46:00
565207,16764,22629,3,2011-01-09 16:46:00
565207,16764,22470,6,2011-01-09 16:46:00
565207,16764,22470,5,2011-01-09 16:46:00
565207,16764,23322,6,2011-01-09 16:46:00
565208,18172,23335,6,2011-01-09 16:50:00
565209,15910,23293,4,2011-01-09 16:59:00
565209,15910,23297,7,2011-01-09 16:59:00
565209,15910,23294,2,2011-01-09 16:59:00
565209,15910,22360,2,2011-01-09 16:59:00
565209,15910,21787,2,2011-01-09 16:59:00
565211,16638,22097,36,2011-01-09 17:14:00
565211,16638,22100,36,2011-01-09 17:14:00
565213,14911,21888,144,2011-01-09 17:19:00
565214,14911,23315,24,2011-01-09 17:20:00
565214,14911,23174,12,2011-01-09 17:20:00
565214,14911,23173,36,2011-01-09 17:20:00
565214,14911,23171,36,2011-01-09 17:20:00
565214,14911,23170,36,2011-01-09 17:20:00
565214,14911,23163,36,2011-01-09 17:20:00
565214,14911,22980,24,2011-01-09 17:20:00
565214,14911,22978,72,2011-01-09 17:20:00
565216,12971,22083,12,2011-01-09 17:38:00
565218,12739,23245,4,2011-01-09 17:45:00
565218,12739,22629,12,2011-01-09 17:45:00
565218,12739,23293,8,2011-01-09 17:45:00
565218,12739,23294,8,2011-01-09 17:45:00
565218,12739,22955,6,2011-01-09 17:45:00
565218,12739,22582,6,2011-01-09 17:45:00
565218,12739,23546,25,2011-01-09 17:45:00
565218,12739,21984,24,2011-01-09 17:45:00
565218,12739,22092,36,2011-01-09 17:45:00
565218,12739,22557,12,2011-01-09 17:45:00
565218,12739,20984,12,2011-01-09 17:45:00
565218,12739,22418,24,2011-01-09 17:45:00
565218,12739,22045,25,2011-01-09 17:45:00
565218,12739,23007,6,2011-01-09 17:45:00
565219,14420,23285,8,2011-01-09 18:07:00
565219,14420,23286,8,2011-01-09 18:07:00
565219,14420,23293,16,2011-01-09 18:07:00
565219,14420,23294,16,2011-01-09 18:07:00
565219,14420,23288,8,2011-01-09 18:07:00
565219,14420,23350,12,2011-01-09 18:07:00
565219,14420,23346,12,2011-01-09 18:07:00
565219,14420,22696,6,2011-01-09 18:07:00
565219,14420,23127,4,2011-01-09 18:07:00
565219,14420,22629,12,2011-01-09 18:07:00
565219,14420,21881,12,2011-01-09 18:07:00
565220,13437,22470,6,2011-01-09 18:20:00
565220,13437,23322,6,2011-01-09 18:20:00
565223,15410,23163,16,2011-01-09 19:08:00
565223,15410,23170,12,2011-01-09 19:08:00
565223,15410,23171,12,2011-01-09 19:08:00
565223,15410,23172,12,2011-01-09 19:08:00
565223,15410,23174,4,2011-01-09 19:08:00
565223,15410,23245,4,2011-01-09 19:08:00
565224,14713,22371,3,2011-01-09 19:11:00
565224,14713,23237,2,2011-01-09 19:11:00
565224,14713,20728,3,2011-01-09 19:11:00
565224,14713,22352,2,2011-01-09 19:11:00
565224,14713,21558,2,2011-01-09 19:11:00
565224,14713,21559,3,2011-01-09 19:11:00
565225,16808,21288,24,2011-01-09 19:34:00
565225,16808,23163,8,2011-01-09 19:34:00
565226,16992,23245,4,2011-02-09 08:50:00
565226,16992,23293,8,2011-02-09 08:50:00
565226,16992,22624,2,2011-02-09 08:50:00
565226,16992,20764,4,2011-02-09 08:50:00
565226,16992,22417,24,2011-02-09 08:50:00
565226,16992,21212,48,2011-02-09 08:50:00
565226,16992,84992,48,2011-02-09 08:50:00
565230,16705,23162,8,2011-02-09 09:24:00
565230,16705,23245,4,2011-02-09 09:24:00
565230,16705,22667,12,2011-02-09 09:24:00
565230,16705,22624,2,2011-02-09 09:24:00
565235,13418,21503,25,2011-02-09 09:43:00
565235,13418,20984,24,2011-02-09 09:43:00
565235,13418,23089,12,2011-02-09 09:43:00
565235,13418,21212,24,2011-02-09 09:43:00
565235,13418,23245,4,2011-02-09 09:43:00
565235,13418,23297,16,2011-02-09 09:43:00
565235,13418,23346,24,2011-02-09 09:43:00
565236,14276,10135,10,2011-02-09 09:45:00
C565237,14299,23245,-2,2011-02-09 09:47:00
C565237,14299,23243,-1,2011-02-09 09:47:00
565238,16945,20728,10,2011-02-09 09:48:00
565238,16945,22371,4,2011-02-09 09:48:00
565238,16945,23356,3,2011-02-09 09:48:00
565238,16945,22379,5,2011-02-09 09:48:00
565239,12670,21883,12,2011-02-09 09:51:00
565239,12670,21881,12,2011-02-09 09:51:00
565239,12670,22352,12,2011-02-09 09:51:00
565239,12670,21559,12,2011-02-09 09:51:00
565239,12670,23084,6,2011-02-09 09:51:00
